0
0
(223+0j),(223+5.461924724197195e-14j),(223+2.184769889678878e-13j),(223+4.915732251777475e-13j),(222+8.699890861142797e-13j),(222-2.1804692633386037e-13j),(222+1.9574754437571294e-12j),(222+7.396556196387249e-12j),(222+3.479956344457119e-12j),(222+9.136534368615808e-12j),(222-8.721877053354415e-13j),(222-1.3077319031978718e-12j),(222+7.829901775028518e-12j),(222+1.3022353551449673e-12j),(222+2.9586224785548996e-11j),(222+1.6966436143644325e-11j),(222+1.3919825377828475e-11j),(222+2.0446392488101446e-11j),(222+3.654613747446323e-11j),(222+6.221906033691384e-11j),(222-3.488750821341766e-12j),(222+4.133052779328648e-11j),(222-5.230927612791487e-12j),(222+5.873470675401441e-11j),(222+3.131960710011407e-11j),(222+1.347768532230256e-11j),(222+5.208941420579869e-12j),(222+1.0746728729174103e-10j),(222+1.1834489914219598e-10j),(222+3.7841776971944716e-11j),(222+6.78657445745773e-11j),(222+6.5089781565036746e-12j),(221+5.5428493846848523e-11j),(220+1.3347549486450182e-11j),(220+8.104876301589762e-11j),(220+5.8192492380681235e-11j),(221+1.4552606093434909e-10j),(221-5.937232002548831e-11j),(221+2.477551771974407e-10j),(220+2.617255745334428e-10j),(220-1.3829282535048442e-11j),(220+2.2032487940192915e-10j),(220+1.6383272278419865e-10j),(220+2.168719163918486e-10j),(221-2.0829459503187724e-11j),(221+2.525092613463976e-10j),(221+2.338805440114808e-10j),(221-7.671561150793823e-11j),(220+1.2414979391036208e-10j),(220+3.402175131011753e-11j),(220+5.342505893525339e-11j),(220+1.8235971678576962e-10j),(220+2.064805608157786e-11j),(220-3.153225439723352e-11j),(220+4.259964541294239e-10j),(220-2.074764934588035e-10j),(220+4.691149155186148e-10j),(220+5.470466838114805e-11j),(220+1.500034402491502e-10j),(220-4.5344106437555635e-11j),(220+2.690173658812073e-10j),(220+2.9273251964526224e-10j),(220+2.5801354854609163e-11j),(220+2.685792090694249e-10j),(220+2.2071074472953258e-10j),(220-1.1780403816506776e-10j),(220+5.339019794580073e-11j),(220-6.606188449803881e-11j),(220+3.241950520635905e-10j),(220+4.238056700705117e-10j),(220+2.3276996952272494e-10j),(220+5.51443287980407e-10j),(219+5.768363320293656e-10j),(219-4.813066211997639e-10j),(220-2.364146679747951e-10j),(220-2.7997128617576833e-10j),(220+9.86536452188904e-10j),(220+3.6168719687851485e-10j),(221+1.05166094494347e-09j),(221-1.599634106236979e-10j),(219-5.506568863955652e-11j),(219-2.409407982556566e-10j),(219+8.772936107094997e-10j),(219+1.1276810324357169e-10j),(220+6.553308911367946e-10j),(220+9.067324376294486e-10j),(220+8.674876655673944e-10j),(220+5.375965749506322e-10j),(220-8.2940834220838e-11j),(220+6.065861131733375e-10j),(220+1.0054667420128048e-09j),(220+1.1137010522975642e-09j),(220+9.312890440276158e-10j),(220+4.58230717202959e-10j),(220-3.0547392817640565e-10j),(220+2.4088578300987533e-10j),(220+4.965991756414483e-10j),(220+4.6166624971831327e-10j),(220+1.3608700524047013e-10j),(220+1.1205721173282727e-09j),(221+2.1467160044892727e-10j),(221+6.196967684953973e-10j),(221+7.327544983573653e-10j),(221+5.538447900348311e-10j),(221+8.296764352779468e-11j),(220+9.239101002062195e-10j),(220-1.261290175889341e-10j),(220+1.3389622118155793e-10j),(220+1.7039858165176956e-09j),(220+1.3827184181787716e-09j),(220-8.29905973835214e-10j),(219+1.4622782712255299e-09j),(220+1.876459662074459e-09j),(219+3.9082241229162674e-10j),(219+2.1782404319038952e-10j),(219+1.3489351926704087e-09j),(219+5.972864257193436e-10j),(220+1.1549971644607201e-09j),(219-1.805519874513579e-10j),(218-2.0579760794646926e-10j),(218+1.0662870138564217e-09j),(218+4.642087964722062e-10j),(218+1.1602852596848577e-09j),(219-1.788277278633873e-11j),(219+1.0273630387562557e-10j),(219+1.5274648991188462e-09j),(219+1.0694335779309826e-09j),(219+1.9155117753243754e-09j),(218+8.748171336552383e-10j),(218+1.141023801694038e-09j),(218-4.669323694542685e-10j),(219+2.406572575648808e-09j),(219+2.1259006091146108e-10j),(220+2.5210457988534086e-09j),(220-2.6424753799215523e-10j),(220+1.4619448319686343e-09j),(220+1.296780208254362e-09j),(221+2.4527784862925794e-09j),(221+1.7029282379196925e-09j),(221+2.2690971840968405e-09j),(222+9.395442406189988e-10j),(222+9.216979216027449e-10j),(222+2.2258256351209152e-09j),(223+1.628705813991727e-09j),(222+2.3389527983656468e-09j),(222+1.1479522480922078e-09j),(222-1.951599450344248e-09j),(222-4.986519355488383e-10j),(222-9.542555689164456e-10j),(222+3.1426400109478126e-09j),(222-1.1300659187458284e-09j),(222-8.50272635207604e-10j),(221+3.964082835159051e-09j),(221+4.4270764675316905e-10j),(222+1.4599010492187327e-09j),(222+5.665401014997719e-10j),(222+4.225678367012677e-09j),(222-4.847848770323177e-10j),(222-6.427489078454468e-10j),(222+3.751786274573289e-09j),(221-2.2227428656332406e-10j),(222+3.5415283352682966e-10j),(222-9.769654285434844e-10j),(222+2.2444155226180666e-09j),(222+3.5572453256166016e-09j),(222+2.961523980452119e-09j),(222+4.5725148712461945e-10j),(222+2.5054782070289856e-09j),(222+2.645153778770335e-09j),(222+8.762782023486671e-10j),(222+3.659901839158865e-09j),(222+4.534974327806046e-09j),(223+3.5172681713005266e-09j),(223+5.619859771005977e-10j),(223+2.1797097493452903e-09j),(223+1.880285296182989e-09j),(223-3.3628738238630677e-10j),(223+2.0201459054890186e-09j),(223+2.4594309679573503e-09j),(223+9.815678050186868e-10j),(223+4.076710608524645e-09j),(223-1.2354490052280065e-09j),(223+4.515551539315578e-09j),(223+1.859249666600554e-09j),(222+3.759021232256922e-09j),(222+3.7585790922013956e-09j),(222+1.8495858039828529e-09j),(222+4.493091728996176e-09j),(222-1.233003855548401e-09j),(222+4.0544501345337705e-09j),(222+9.723026150580422e-10j),(222+2.4426543088141795e-09j),(222+2.0044548544073005e-09j),(222-3.422957481625958e-10j),(222+1.8634528624993735e-09j),(222+2.1606503249983255e-09j),(222+5.492966393342612e-10j),(222+3.490442166902062e-09j),(222+4.5230365463068465e-09j),(222+3.6470797775486135e-09j),(223+8.664573194590186e-10j),(223+2.6424125405277904e-09j),(222+2.4900033050855785e-09j),(222+4.4089230507016047e-10j),(222+2.9442805182866078e-09j),(222-2.921932778054844e-09j),(223+2.2354278403215804e-09j),(223-1.0013520991999984e-09j),(223+3.3487392772304457e-10j),(223+6.244105921090709e-09j),(223+3.746035497199763e-09j),(223+5.820971039753438e-09j),(223-5.113958349514964e-10j),(223-2.27075674321181e-09j),(223+5.428883149724985e-10j),(223+7.929539339601428e-09j),(222+6.877906386671426e-09j),(223-2.519065862916543e-09j),(223+5.60629467734302e-09j),(223+5.324352800343972e-09j),(223-3.364891493913686e-09j),(223+5.499178561976509e-09j),(223+5.955946200608094e-09j),(223-1.9945885780189315e-09j),(223+7.608190993501896e-09j),(223+8.803668147764114e-09j),(223+1.5918428847677216e-09j),(223-1.0469764117840493e-09j),(223+8.872102581088011e-10j),(223+7.394402894446273e-09j),(223+5.4942931135251345e-09j),(223+8.167189299048617e-09j),(223+2.432783067313491e-09j),(223+1.2713828020229852e-09j),(223+4.682988503177102e-09j),(223-3.127082129273932e-10j),(223-7.353989625872659e-10j),(223+3.414916254197483e-09j),(223-8.420709462763788e-10j),(223-5.26052180305619e-10j),(223+4.3629725521097625e-09j),(223+8.446948672665336e-10j),(223+1.8994231488679262e-09j),(223+7.52715739691394e-09j),(223+4.747589227701344e-09j),(223+6.54102702493337e-09j),(223-7.283759509321529e-11j),(223-2.1136962486751787e-09j),(223+4.184510641874795e-10j),(223+7.52360434349476e-09j)
(223+5.461924724197195e-14j),(223+1.092384944839439e-13j),(223+2.730962362098598e-13j),(223+5.461924724197196e-13j),(222-6.530414693910002e-13j),(222-1.7410774818391403e-12j),(222+4.3444488825184943e-13j),(222-4.3609385266772075e-13j),(222+8.266545282501528e-12j),(222+1.3923123306660218e-11j),(222+3.914401232708968e-12j),(222+3.4788570348465378e-12j),(222+1.2616490713072928e-11j),(222+6.088824293189377e-12j),(222+3.4372813723593407e-11j),(222+2.1753025081688736e-11j),(221+1.8622151188323907e-11j),(221+2.51193193476497e-11j),(221+4.114654296019905e-11j),(221+1.6454239753017667e-11j),(221+5.1541574272014126e-11j),(221-4.340200301674435e-12j),(221+4.9807245123769135e-11j),(221+1.298558145652768e-11j),(221-1.4306026757490213e-11j),(221+6.843158502762401e-11j),(221+6.020008772005323e-11j),(221-3.900051868020257e-11j),(221-2.8171905081326248e-11j),(221+9.26859285166822e-11j),(221+1.2257465302200563e-10j),(221+6.149426843464404e-11j),(221+1.1044310384641459e-10j),(220+6.811322459914038e-11j),(220+1.358144381285878e-10j),(220+1.1295816749337144e-10j),(221-4.57658157901989e-13j),(221+1.966406190658949e-10j),(221+1.0177145810518961e-10j),(220+1.164024152560888e-10j),(220+2.4102522696768594e-10j),(220+7.50017201245751e-11j),(220+1.8509563506844647e-11j),(220+7.154875711449458e-11j),(221+2.351834795881955e-10j),(221+1.0652554225414652e-10j),(221+8.789682491922968e-11j),(221+1.7929732758344495e-10j),(220-2.117336536699194e-11j),(220+2.8887626081285196e-10j),(220+3.082795684379878e-10j),(220+3.703655750841562e-11j),(220-1.2467510319577615e-10j),(220-1.7685541367458756e-10j),(220+2.8067329485206993e-10j),(220+4.475556848240193e-10j),(220+3.237917562412607e-10j),(220-9.061849089620597e-11j),(220+4.680280971796205e-12j),(220-1.9066726571490965e-10j),(220+1.2369420660385332e-10j),(220+1.4740936036790825e-10j),(220-1.1952180442274487e-10j),(220+1.2325604979207086e-10j),(220+7.538758545217857e-11j),(220+5.372281401177551e-10j),(220-9.193296133155328e-11j),(220+5.889702937847841e-10j),(220+1.7887189278623644e-10j),(220+2.7848251079315766e-10j),(220+8.744681024537093e-11j),(220+4.0612012870305297e-10j),(220+4.3414712860602694e-10j),(220+1.7152780995429296e-10j),(220+4.1861751030802776e-10j),(220+3.7506089210705456e-10j),(220+4.085795535137328e-11j),(220+1.0167193751613376e-09j),(220+1.0122380129624038e-10j),(220+4.957925839967888e-10j),(219+5.969890706510716e-10j),(219+4.1111396103497154e-10j),(219-6.408634750604249e-11j),(219+7.648228625341999e-10j),(220-2.903476057007362e-10j),(220-3.8946059208082335e-11j),(220-7.819083127013648e-11j),(220+1.192628753233455e-09j),(220+5.720913440619848e-10j),(220-3.390923836641934e-10j),(220+5.978824517527404e-11j),(220+1.6802255546003346e-10j),(220-1.438945280991518e-11j),(220+1.1132628954857818e-09j),(220+3.495582501064172e-10j),(220+8.959179612926983e-10j),(220+1.151631353924271e-09j),(220+1.1166984280011362e-09j),(220+7.911191835232929e-10j),(220+1.7489362049074185e-10j),(221+8.726811977239448e-10j),(221+1.2777063657704149e-09j),(221-2.1722253710215439e-10j),(221-3.961322454246886e-10j),(221-8.67009391931725e-10j),(220-2.176839663131133e-11j),(220+2.1296138358142425e-09j),(220-8.11782275655973e-10j),(220+7.583073196801648e-10j),(220+4.3703992134124077e-10j),(220+1.4258368795679624e-09j),(219+5.208983130099877e-10j),(220+9.30781165236928e-10j),(219-5.505575459239154e-10j),(218-7.202520067373665e-10j),(218+4.056942516491366e-10j),(219-3.440935324961985e-10j),(219+2.0836721913399282e-10j),(218+2.0555085510379272e-09j),(218+2.0294384922439512e-09j),(218+1.2920559426286845e-10j),(218-4.728726231213472e-10j),(218+2.2320384009130436e-10j),(218+2.217434983900823e-09j),(218+2.3375032885232347e-09j),(219+5.860849409033042e-10j),(219+1.2805361971544062e-10j),(219+9.741318171088336e-10j),(218-6.226428593831509e-11j),(218+2.039423821004848e-10j),(218+1.7683037307361517e-09j),(219+1.465192617433266e-09j),(219+2.4580795377082596e-09j),(220+1.5753673020158775e-09j),(220+1.991495315411021e-09j),(220+5.162663351311033e-10j),(220+3.51101711416831e-10j),(221+1.5028014508330599e-09j),(221+7.529512024601729e-10j),(221+1.3191201486373208e-09j),(222-1.473133346250958e-11j),(222-3.2577652478763415e-11j),(222+1.2715500610394071e-09j),(222+6.671266263945607e-10j),(222+1.3846772242841384e-09j),(222+3.4242018547081404e-09j),(222+3.246501562716848e-10j),(222+1.7775976710670945e-09j),(222+1.3219940376994872e-09j),(222-1.0421607438311369e-09j),(222+1.1461836878701044e-09j),(222+1.4259769714083286e-09j),(222-2.027808932164637e-10j),(222+2.7209604553906093e-09j),(222+3.736150655834665e-09j),(222+2.842789708115705e-09j),(222+4.087761223372714e-11j),(223+1.7995343905276852e-09j),(223+1.640858810026209e-09j),(223-4.3496499588226193e-10j),(222+2.0529695540500596e-09j),(222+2.6304024401427623e-09j),(222+1.2992841780724482e-09j),(222+4.520665129233999e-09j),(222-6.275554291623484e-10j),(222-1.2232767743268308e-09j),(223+2.745814161730374e-09j),(223-1.6868870637308196e-09j),(222-1.5396469760086148e-09j),(222+3.1525278089646e-09j),(222-5.248989156200845e-10j),(222+3.501735730270964e-10j),(223-6.863830373287788e-10j),(223+2.8484889603229084e-09j),(223+4.466212732567601e-09j),(223+4.166788279405299e-09j),(223+1.950215600836004e-09j),(223+4.3066488887113296e-09j),(223+4.745933951179661e-09j),(223+3.2680707882409974e-09j),(223-1.2694060010465982e-10j),(223+1.051053977994304e-09j),(223+3.1190033068627376e-10j),(223+4.145752649822865e-09j),(223-4.276974482991543e-10j),(223-4.2814157997655195e-10j),(223+4.144420254790672e-09j),(223+3.096796722992855e-10j),(223+1.0479450562525205e-09j),(223-1.3093778520123872e-10j),(223+3.2631853397896237e-09j),(223+4.7401602393734915e-09j),(223+4.2999869135503645e-09j),(223+1.9426653623202436e-09j),(223+4.158349777534745e-09j),(223+4.456885967342251e-09j),(223+2.8382739317427623e-09j),(223-6.974863292637203e-10j),(223+3.3975937617441876e-10j),(223-5.401431437944367e-10j),(223+3.1529603026813295e-09j),(223+4.928915523750101e-09j),(222+4.766252911701511e-09j),(222+2.717141911686093e-09j),(222+5.22053012490254e-09j),(222-6.456831714389109e-10j),(223+4.521930823543891e-09j),(223+1.2851508840223126e-09j),(223+2.6213769109453553e-09j),(223+8.530608904313019e-09j),(223+6.032538480422074e-09j),(223+8.107474022975749e-09j),(223+1.7751071482708145e-09j),(223+1.5746240010501062e-11j),(223+2.8293912981948093e-09j),(223-2.7642660608794926e-09j),(223-3.784917453509174e-09j),(223-2.3256287969423223e-10j),(223+7.89279766056533e-09j),(223+7.610855783566283e-09j),(223-1.0783885106913756e-09j),(223+7.78568154519882e-09j),(224+8.279410839363275e-09j),(224+2.9322343841056937e-10j),(223-3.0856144069790244e-09j),(223-1.8901372527168067e-09j),(223+3.878345867990032e-09j),(223+1.2395265714382613e-09j),(223+3.1737132413311116e-09j),(223-3.2994025060346477e-09j),(223+7.780796096747445e-09j),(223-2.526616101432303e-09j),(223+4.719286050535801e-09j),(223+3.557885785245296e-09j),(223+6.969491486399412e-09j),(223+1.9737947702949176e-09j),(223+1.5511040206350448e-09j),(223+5.7014192374197936e-09j),(223+1.4444320369459319e-09j),(223+1.7604508029166917e-09j),(223+6.649475535332073e-09j),(223+3.1311978504888446e-09j),(223+4.185926132090237e-09j),(223-3.1666480035669804e-09j),(223+7.0340922109236545e-09j),(223+8.82753000815568e-09j),(223+2.2136653881290955e-09j),(223+1.7280673454713209e-10j),(223+2.7049540474097905e-09j),(223+9.81010732671707e-09j)
(223+2.184769889678878e-13j),(223+2.730962362098598e-13j),(223+4.369539779357756e-13j),(222-8.705387409195701e-13j),(222+1.0874863576428497e-12j),(222-5.496548052904616e-16j),(222+2.1749727152856995e-12j),(222+1.304433974366129e-12j),(222-2.612165877564001e-12j),(222+3.0444121465946884e-12j),(222-6.964309927356561e-12j),(222+1.7838623848979765e-11j),(222+1.7377795530073977e-12j),(222+2.0448591107322606e-11j),(222-1.744375410670883e-12j),(222+3.611279189582197e-11j),(221+3.2917234368159234e-11j),(221+3.9414402527485035e-11j),(221+5.544162614003438e-11j),(221-1.9500259340101285e-11j),(221+1.558707517889517e-11j),(221+6.020446515111518e-11j),(221+1.3852746030650177e-11j),(221+7.75302469093173e-11j),(221+5.02386386952994e-11j),(221+3.247708593450506e-11j),(221+2.4245588626934274e-11j),(221+1.2604331131849562e-10j),(221+1.3687192491737195e-10j),(221+5.6731429423563247e-11j),(221+8.662015392888668e-11j),(221+2.5539769341525093e-11j),(221+7.448860475329563e-11j),(220+3.2321415547166767e-11j),(220+1.000226290766142e-10j),(220+7.716635844139781e-11j),(221+1.645861718407962e-10j),(221+1.6068611997277593e-10j),(221+6.581695901207067e-11j),(220+8.061060620411517e-11j),(221+2.061662970880565e-10j),(221+3.938813794111332e-11j),(221-1.736080120669774e-11j),(221+3.591947964462333e-11j),(220+1.983274918955513e-10j),(220+7.025171717387359e-11j),(220+5.1707292677576283e-11j),(220+1.4269421840665938e-10j),(220-5.696517441896555e-11j),(220+2.5308445176087835e-10j),(220+2.724877593860142e-10j),(220+1.2447484564420049e-12j),(220+2.397107565323387e-10j),(220+1.8753044605352728e-10j),(220-1.5529618297999215e-10j),(220+1.1586206991957263e-11j),(220-1.1217772159080135e-10j),(220+2.7376736883190884e-10j),(220+3.6906614069991104e-10j),(220+1.7371859401320514e-10j),(220+4.880800663319681e-10j),(220+5.117952200960231e-10j),(220+2.4486405530536995e-10j),(220+4.876419095201857e-10j),(220+4.397734451802934e-10j),(220+1.0125866228569305e-10j),(220+2.7245289839656153e-10j),(220+1.53000815952722e-10j),(220+5.432577525143512e-10j),(220+6.428683705212725e-10j),(220+4.5183266997348574e-10j),(220-2.984934912900908e-11j),(220-1.8223492260350693e-12j),(220+5.359136696824078e-10j),(220+7.830033700361426e-10j),(220+7.394467518351693e-10j),(220+4.0524381507948805e-10j),(220-2.196054402309012e-10j),(220+4.656096610243552e-10j),(220+8.601784437249036e-10j),(219+9.597186310167859e-10j),(219+7.738435214006859e-10j),(219+2.986432128596718e-10j),(220+1.1327010641003705e-09j),(220+7.403825402737859e-11j),(220+3.254398005200325e-10j),(220+2.861950284579783e-10j),(220-4.369606215878385e-11j),(220+9.364772037900996e-10j),(220+2.5293476063921404e-11j),(220+4.2417410490338885e-10j),(220+5.324084151881482e-10j),(220+3.499964069181996e-10j),(220-1.2306191990645702e-10j),(220+7.13944109834532e-10j),(220+1.260303821020813e-09j),(220-8.469346146796776e-11j),(220-1.1962638739110283e-10j),(220+1.1555050432514078e-09j),(221+5.417307505834878e-10j),(221+1.2387233568144602e-09j),(221+3.5761892126393024e-11j),(221+1.4881962198836096e-10j),(221-3.009008633417326e-11j),(221-5.009672328412096e-10j),(220+3.4261746309680344e-10j),(220-7.074216546983502e-10j),(220-4.4739641592785814e-10j),(220+1.1226931794082797e-09j),(220+8.014257810693556e-10j),(220+1.7902227392960772e-09j),(219+8.83627873375702e-10j),(219+1.2892799021242925e-09j),(219-1.8782798555820108e-10j),(218-3.5917874573405273e-10j),(218+7.667675126524503e-10j),(219+1.86360278695158e-11j),(219+5.710967794997072e-10j),(218-7.557357077427328e-10j),(217-7.782195015525955e-10j),(217+4.880298696915667e-10j),(217-1.1128652100740019e-10j),(217+5.815969309061107e-10j),(217-5.910853791235075e-10j),(218-4.737409702574251e-10j),(218+9.44482014961854e-10j),(218+4.885421609940263e-10j),(218+1.3307569876230658e-09j),(218+2.9880897506499867e-10j),(218+5.650156431037986e-10j),(218+2.1293769917394657e-09j),(219+1.8279221777989802e-09j),(219-3.6606033693836673e-10j),(219+1.9309361019178835e-09j),(220+2.3558811751391362e-09j),(220+8.806521948592181e-10j),(220+7.154875711449458e-10j),(220+1.8603873039963192e-09j),(221+1.1189933615506882e-09j),(221+1.6851623077278363e-09j),(221+3.51377182985945e-10j),(222+3.351208059741524e-10j),(222+1.6392485194923228e-09j),(222+1.0348250848474765e-09j),(221+1.744482098580581e-09j),(221+3.774819681119791e-09j),(222+6.923486147246007e-10j),(222+2.14529612952001e-09j),(222+1.689692496152403e-09j),(222-6.744622853782211e-10j),(223+1.520701435270421e-09j),(223+1.8017550489146735e-09j),(222+1.6491756523645216e-10j),(222+3.088658913843525e-09j),(222+4.103849114287581e-09j),(223+3.224949824976587e-09j),(223+4.1041650343748375e-10j),(223+2.168889148343002e-09j),(223+2.0102135678415253e-09j),(223-6.561023806694558e-11j),(222+2.4206680125029754e-09j),(222+2.998100898595678e-09j),(222+1.6669826365253639e-09j),(222-1.572686773707967e-09j),(222-2.5985697070943255e-10j),(223-8.594322722517254e-10j),(223+3.1151689195456908e-09j),(223-1.3175323059155034e-09j),(222-1.1719485175556988e-09j),(222+3.520226267417516e-09j),(222-1.572004571671687e-10j),(223+7.211056892794718e-10j),(223-3.170282795134624e-10j),(223+3.217843718138225e-09j),(223+4.8355674903829175e-09j),(223+4.536143037220616e-09j),(223+2.31957035865132e-09j),(223+4.676003646526647e-09j),(223-1.3748654828566386e-09j),(223+3.6374255460563144e-09j),(223+2.4241415771065654e-10j),(223+1.4204087358096205e-09j),(223+6.812550885015902e-10j),(223+4.515107407638181e-09j),(223-5.834269048383791e-11j),(223-5.878682216123556e-11j),(223+4.513775012605989e-09j),(223+6.790344301146019e-10j),(223+1.417299814067837e-09j),(223+2.3841697261407766e-10j),(223+3.6325400976049403e-09j),(223+5.109514997188808e-09j),(223+4.669341671365681e-09j),(223+2.31202012013556e-09j),(223+4.527704535350061e-09j),(223+4.826240725157567e-09j),(223+3.2076286895580785e-09j),(223-3.281315714484038e-10j),(223+7.091141339897351e-10j),(223-1.7078838597912033e-10j),(223+3.522315060496646e-09j),(223+5.298270281565417e-09j),(223+5.157077277227195e-09j),(222+3.084840370139009e-09j),(222-8.728217780394258e-10j),(223+6.210917295473792e-09j),(223-1.5988686104924083e-09j),(223+8.144659833689243e-09j),(223-3.4994225230909444e-09j),(223+2.4098094702767203e-09j),(223-8.826095361422595e-11j),(223+1.9866745889394495e-09j),(223+8.634616097937747e-09j),(223+6.875255189677433e-09j),(223-3.2914081358414904e-09j),(223+4.0952428887874395e-09j),(223+3.074591496157759e-09j),(223+6.626946069972699e-09j),(223+1.7719982265290309e-09j),(223+1.490056349529983e-09j),(223+5.781120438975556e-09j),(224+1.6723479502260293e-09j),(224+2.1311638742326435e-09j),(224+7.183492517896636e-09j),(223+3.773894542687908e-09j),(223+4.9693716969501254e-09j),(223-2.242453566046267e-09j),(223+8.099035521105194e-09j),(223-2.9470861927051877e-09j),(223+3.5601064436322844e-09j),(223+1.659996662711146e-09j),(223+4.332892848234629e-09j),(223-1.401513383500498e-09j),(223-2.5629136487910037e-09j),(223+8.486920523631123e-10j),(223+8.83330371996185e-09j),(223+8.410612970301978e-09j),(223-4.1938019661650607e-10j),(223+8.303940986612865e-09j),(223+8.619959752583624e-09j),(223+5.286761012957736e-10j),(223-2.989601583547455e-09j),(223-1.9348733019460625e-09j),(223+3.6928609460999513e-09j),(223+9.132927768873555e-10j),(223+2.7067305741193806e-09j),(223+9.073174337796028e-09j),(223+7.032315684214064e-09j),(223+9.564462997076721e-09j),(223+3.6893078926807706e-09j)
